airport,p01-airport1-p1.pddl,3,8,8,1
airport,p02-airport1-p1.pddl,9,9,9,9
airport,p03-airport1-p2.pddl,13,17,,
airport,p04-airport2-p1.pddl,3,20,20,1
airport,p05-airport2-p1.pddl,19,21,21,21
airport,p06-airport2-p2.pddl,23,41,41,22
airport,p07-airport2-p2.pddl,23,41,41,22
airport,p08-airport2-p3.pddl,41,62,62,43
airport,p09-airport2-p4.pddl,43,71,71,44
airport,p10-airport3-p1.pddl,3,18,18,1
airport,p11-airport3-p1.pddl,19,21,21,21
airport,p12-airport3-p2.pddl,23,39,39,22
airport,p13-airport3-p2.pddl,23,37,37,20
airport,p14-airport3-p3.pddl,41,60,60,43
airport,p15-airport3-p3.pddl,41,58,58,41
airport,p16-airport3-p4.pddl,59,79,79,62
airport,p17-airport3-p5.pddl,61,88,88,63
airport,p18-airport3-p6.pddl,79,107,107,82
airport,p19-airport3-p6.pddl,63,90,90,62
airport,p20-airport3-p7.pddl,82,115,115,83
airport,p21-airport4halfMUC-p2.pddl,26,101,101,54
airport,p22-airport4halfMUC-p3.pddl,29,148,148,55
airport,p23-airport4halfMUC-p4.pddl,31,168,168,42
airport,p24-airport4halfMUC-p4.pddl,72,162,162,114
airport,p25-airport4halfMUC-p5.pddl,76,212,212,119
airport,p26-airport4halfMUC-p6.pddl,78,220,220,94
airport,p27-airport4halfMUC-p6.pddl,118,246,246,198
airport,p28-airport4halfMUC-p7.pddl,122,294,294,201
airport,p29-airport4halfMUC-p8.pddl,124,308,308,182
airport,p30-airport4halfMUC-p8.pddl,164,310,310,262
airport,p31-airport4halfMUC-p9.pddl,168,358,358,265
airport,p32-airport4halfMUC-p10.pddl,170,390,390,264
airport,p33-airport4halfMUC-p10.pddl,191,393,393,300
airport,p34-airport4halfMUC-p11.pddl,193,427,427,301
airport,p35-airport4halfMUC-p12.pddl,196,433,433,302
airport,p36-airport5MUC-p2.pddl,,,109,61
airport,p37-airport5MUC-p3.pddl,,,141,141
airport,p38-airport5MUC-p3.pddl,,,154,107
airport,p39-airport5MUC-p4.pddl,,,208,208
airport,p40-airport5MUC-p4.pddl,,,190,142
airport,p41-airport5MUC-p4.pddl,,,178,108
airport,p42-airport5MUC-p5.pddl,,,257,209
airport,p43-airport5MUC-p5.pddl,,,223,153
airport,p44-airport5MUC-p5.pddl,,,227,106
airport,p45-airport5MUC-p6.pddl,,,249,107
airport,p46-airport5MUC-p6.pddl,,,290,220
airport,p47-airport5MUC-p8.pddl,,,355,213
airport,p48-airport5MUC-p9.pddl,,,423,351
airport,p49-airport5MUC-p10.pddl,,,451,307
airport,p50-airport5MUC-p15.pddl,,,685,540
barman-opt11-strips,pfile01-001.pddl,5,41,40,36
barman-opt11-strips,pfile01-002.pddl,5,41,41,36
barman-opt11-strips,pfile01-003.pddl,5,72,72,36
barman-opt11-strips,pfile01-004.pddl,5,41,41,36
barman-opt11-strips,pfile02-005.pddl,6,53,53,48
barman-opt11-strips,pfile02-006.pddl,6,51,50,48
barman-opt11-strips,pfile02-007.pddl,6,98,98,48
barman-opt11-strips,pfile02-008.pddl,6,53,53,48
barman-opt11-strips,pfile03-009.pddl,8,66,65,60
barman-opt11-strips,pfile03-010.pddl,8,65,64,60
barman-opt11-strips,pfile03-011.pddl,8,66,65,60
barman-opt11-strips,pfile03-012.pddl,8,65,64,60
barman-opt11-strips,pfile04-013.pddl,10,87,85,82
barman-opt11-strips,pfile04-014.pddl,10,90,88,84
barman-opt11-strips,pfile04-015.pddl,10,150,150,82
barman-opt11-strips,pfile04-016.pddl,10,87,85,82
barman-opt11-strips,pfile05-017.pddl,11,103,100,96
barman-opt11-strips,pfile05-018.pddl,11,103,100,96
barman-opt11-strips,pfile05-019.pddl,11,103,100,96
barman-opt11-strips,pfile05-020.pddl,11,103,100,96
blocks,probBLOCKS-10-0.pddl,18,18,18,18
blocks,probBLOCKS-10-1.pddl,18,20,20,20
blocks,probBLOCKS-10-2.pddl,18,20,20,20
blocks,probBLOCKS-11-0.pddl,16,22,22,18
blocks,probBLOCKS-11-1.pddl,20,22,22,22
blocks,probBLOCKS-11-2.pddl,16,22,22,18
blocks,probBLOCKS-12-0.pddl,20,24,24,22
blocks,probBLOCKS-12-1.pddl,22,22,22,22
blocks,probBLOCKS-13-0.pddl,24,24,24,24
blocks,probBLOCKS-13-1.pddl,24,26,26,26
blocks,probBLOCKS-14-0.pddl,22,28,28,24
blocks,probBLOCKS-14-1.pddl,26,28,28,28
blocks,probBLOCKS-15-0.pddl,26,30,30,26
blocks,probBLOCKS-15-1.pddl,26,30,30,26
blocks,probBLOCKS-16-1.pddl,30,32,32,32
blocks,probBLOCKS-16-2.pddl,26,30,30,26
blocks,probBLOCKS-17-0.pddl,32,34,34,34
blocks,probBLOCKS-4-0.pddl,6,6,6,6
blocks,probBLOCKS-4-1.pddl,5,8,8,6
blocks,probBLOCKS-4-2.pddl,6,6,6,6
blocks,probBLOCKS-5-0.pddl,7,10,10,8
blocks,probBLOCKS-5-1.pddl,6,8,8,6
blocks,probBLOCKS-5-2.pddl,8,10,10,10
blocks,probBLOCKS-6-0.pddl,10,12,12,12
blocks,probBLOCKS-6-1.pddl,10,10,10,10
blocks,probBLOCKS-6-2.pddl,10,12,12,12
blocks,probBLOCKS-7-0.pddl,12,14,14,14
blocks,probBLOCKS-7-1.pddl,10,14,14,12
blocks,probBLOCKS-7-2.pddl,10,14,14,10
blocks,probBLOCKS-8-0.pddl,12,14,14,12
blocks,probBLOCKS-8-1.pddl,10,16,16,10
blocks,probBLOCKS-8-2.pddl,14,14,14,14
blocks,probBLOCKS-9-0.pddl,14,18,18,16
blocks,probBLOCKS-9-1.pddl,14,18,18,16
blocks,probBLOCKS-9-2.pddl,16,18,18,18
depot,pfile1,4,9,9,4
depot,pfile10,9,15,15,10
depot,pfile11,20,28,26,20
depot,pfile12,23,33,32,24
depot,pfile13,12,21,20,12
depot,pfile14,9,16,15,10
depot,pfile15,28,33,33,28
depot,pfile16,10,18,18,11
depot,pfile17,12,17,17,12
depot,pfile18,26,33,33,28
depot,pfile19,15,22,21,15
depot,pfile2,6,11,11,6
depot,pfile20,26,33,33,27
depot,pfile21,14,26,26,14
depot,pfile22,35,,43,35
depot,pfile3,12,17,17,12
depot,pfile4,13,15,15,13
depot,pfile5,18,26,26,18
depot,pfile6,22,32,31,26
depot,pfile7,10,15,15,10
depot,pfile8,15,22,22,16
depot,pfile9,27,36,35,28
driverlog,pfile1,4,7,7,3
driverlog,pfile10,15,16,14,12
driverlog,pfile11,15,19,16,11
driverlog,pfile12,18,24,23,17
driverlog,pfile13,17,20,18,15
driverlog,pfile14,20,25,23,18
driverlog,pfile15,26,30,25,19
driverlog,pfile16,38,47,39,36
driverlog,pfile17,44,54,48,43
driverlog,pfile18,49,58,48,45
driverlog,pfile19,64,78,66,60
driverlog,pfile2,13,15,14,12
driverlog,pfile20,69,,62,60
driverlog,pfile3,9,11,11,8
driverlog,pfile4,12,12,12,11
driverlog,pfile5,13,15,15,12
driverlog,pfile6,9,10,10,8
driverlog,pfile7,12,12,12,11
driverlog,pfile8,14,15,14,12
driverlog,pfile9,14,18,17,12
elevators-opt08-strips,p01.pddl,7,25,25,0
elevators-opt08-strips,p02.pddl,6,20,20,0
elevators-opt08-strips,p03.pddl,4,26,26,0
elevators-opt08-strips,p04.pddl,9,26,26,0
elevators-opt08-strips,p05.pddl,9,37,37,0
elevators-opt08-strips,p06.pddl,10,25,25,0
elevators-opt08-strips,p07.pddl,6,28,28,0
elevators-opt08-strips,p08.pddl,7,26,26,0
elevators-opt08-strips,p09.pddl,14,38,38,0
elevators-opt08-strips,p10.pddl,9,27,26,0
elevators-opt08-strips,p11.pddl,11,40,40,0
elevators-opt08-strips,p12.pddl,4,30,30,0
elevators-opt08-strips,p13.pddl,13,39,39,0
elevators-opt08-strips,p14.pddl,6,42,42,0
elevators-opt08-strips,p15.pddl,10,35,35,0
elevators-opt08-strips,p16.pddl,9,36,36,0
elevators-opt08-strips,p17.pddl,14,49,49,0
elevators-opt08-strips,p18.pddl,13,44,44,0
elevators-opt08-strips,p19.pddl,9,47,47,0
elevators-opt08-strips,p20.pddl,16,48,47,0
elevators-opt08-strips,p21.pddl,8,32,32,0
elevators-opt08-strips,p22.pddl,3,29,29,0
elevators-opt08-strips,p23.pddl,9,33,33,0
elevators-opt08-strips,p24.pddl,6,38,38,0
elevators-opt08-strips,p25.pddl,11,38,38,0
elevators-opt08-strips,p26.pddl,6,33,33,0
elevators-opt08-strips,p27.pddl,15,43,40,0
elevators-opt08-strips,p28.pddl,10,34,34,0
elevators-opt08-strips,p29.pddl,12,38,38,0
elevators-opt08-strips,p30.pddl,14,45,45,0
elevators-opt11-strips,p01.pddl,11,40,40,0
elevators-opt11-strips,p02.pddl,8,32,32,0
elevators-opt11-strips,p03.pddl,4,30,30,0
elevators-opt11-strips,p04.pddl,4,26,26,0
elevators-opt11-strips,p05.pddl,13,39,39,0
elevators-opt11-strips,p06.pddl,9,26,26,0
elevators-opt11-strips,p07.pddl,6,33,33,0
elevators-opt11-strips,p08.pddl,9,37,37,0
elevators-opt11-strips,p09.pddl,3,29,29,0
elevators-opt11-strips,p10.pddl,6,42,42,0
elevators-opt11-strips,p11.pddl,10,34,34,0
elevators-opt11-strips,p12.pddl,10,25,25,0
elevators-opt11-strips,p13.pddl,6,28,28,0
elevators-opt11-strips,p14.pddl,7,26,26,0
elevators-opt11-strips,p15.pddl,14,38,38,0
elevators-opt11-strips,p16.pddl,10,35,35,0
elevators-opt11-strips,p17.pddl,14,49,49,0
elevators-opt11-strips,p18.pddl,13,44,44,0
elevators-opt11-strips,p19.pddl,9,33,33,0
elevators-opt11-strips,p20.pddl,6,38,38,0
floortile-opt11-strips,opt-p01-001.pddl,25,30,30,20
floortile-opt11-strips,opt-p01-002.pddl,25,29,28,23
floortile-opt11-strips,opt-p02-003.pddl,33,44,43,24
floortile-opt11-strips,opt-p02-004.pddl,32,37,36,27
floortile-opt11-strips,opt-p03-005.pddl,42,46,43,40
floortile-opt11-strips,opt-p03-006.pddl,42,47,46,38
floortile-opt11-strips,opt-p04-007.pddl,44,47,45,36
floortile-opt11-strips,opt-p04-008.pddl,44,51,50,33
floortile-opt11-strips,opt-p05-009.pddl,54,58,57,48
floortile-opt11-strips,opt-p05-010.pddl,56,58,58,45
floortile-opt11-strips,opt-p06-011.pddl,66,70,69,55
floortile-opt11-strips,opt-p06-012.pddl,67,69,66,54
floortile-opt11-strips,opt-p07-013.pddl,68,72,69,54
floortile-opt11-strips,opt-p07-014.pddl,68,70,68,54
floortile-opt11-strips,opt-p08-015.pddl,81,87,85,75
floortile-opt11-strips,opt-p08-016.pddl,81,87,83,68
floortile-opt11-strips,opt-p09-017.pddl,93,98,95,84
floortile-opt11-strips,opt-p09-018.pddl,92,101,98,85
floortile-opt11-strips,opt-p10-019.pddl,97,103,99,76
floortile-opt11-strips,opt-p10-020.pddl,99,102,98,79
freecell,pfile1,6,8,8,8
freecell,pfile10,5,37,37,36
freecell,pfile11,5,39,39,37
freecell,pfile12,5,37,37,36
freecell,pfile13,5,41,41,41
freecell,pfile14,5,40,40,40
freecell,pfile15,5,46,46,45
freecell,pfile16,5,46,46,45
freecell,pfile17,5,,49,48
freecell,pfile18,5,50,50,48
freecell,pfile19,5,55,55,52
freecell,pfile2,6,13,13,13
freecell,pfile20,5,52,52,52
freecell,pfile3,6,17,17,17
freecell,pfile4,6,22,,
freecell,pfile5,5,25,25,25
freecell,pfile6,5,29,29,28
freecell,pfile7,5,28,28,28
freecell,pfile8,5,33,,
freecell,pfile9,5,34,34,33
freecell,probfreecell-10-1.pddl,5,42,42,41
freecell,probfreecell-10-2.pddl,5,41,41,41
freecell,probfreecell-10-3.pddl,5,42,,
freecell,probfreecell-10-4.pddl,5,40,40,40
freecell,probfreecell-10-5.pddl,5,41,41,40
freecell,probfreecell-11-1.pddl,5,46,46,45
freecell,probfreecell-11-2.pddl,5,45,45,45
freecell,probfreecell-11-3.pddl,5,46,46,46
freecell,probfreecell-11-4.pddl,5,46,46,46
freecell,probfreecell-11-5.pddl,5,45,45,44
freecell,probfreecell-12-1.pddl,5,50,50,49
freecell,probfreecell-12-2.pddl,5,49,49,49
freecell,probfreecell-12-3.pddl,5,51,51,51
freecell,probfreecell-12-4.pddl,5,50,50,50
freecell,probfreecell-12-5.pddl,5,50,50,48
freecell,probfreecell-13-1.pddl,5,54,54,53
freecell,probfreecell-13-2.pddl,5,53,53,53
freecell,probfreecell-13-3.pddl,5,55,55,55
freecell,probfreecell-13-4.pddl,5,,54,54
freecell,probfreecell-13-5.pddl,5,,54,52
freecell,probfreecell-2-1.pddl,5,9,,
freecell,probfreecell-2-2.pddl,5,8,8,8
freecell,probfreecell-2-3.pddl,5,8,8,8
freecell,probfreecell-2-4.pddl,5,8,8,8
freecell,probfreecell-2-5.pddl,5,9,,
freecell,probfreecell-3-1.pddl,5,14,14,14
freecell,probfreecell-3-2.pddl,5,12,12,12
freecell,probfreecell-3-3.pddl,5,12,,
freecell,probfreecell-3-4.pddl,5,12,12,12
freecell,probfreecell-3-5.pddl,5,12,,
freecell,probfreecell-4-1.pddl,5,18,18,17
freecell,probfreecell-4-2.pddl,5,16,16,16
freecell,probfreecell-4-3.pddl,5,17,17,17
freecell,probfreecell-4-4.pddl,5,16,16,16
freecell,probfreecell-4-5.pddl,5,16,16,16
freecell,probfreecell-5-1.pddl,5,22,22,21
freecell,probfreecell-5-2.pddl,5,20,20,20
freecell,probfreecell-5-3.pddl,5,22,22,22
freecell,probfreecell-5-4.pddl,5,20,20,20
freecell,probfreecell-5-5.pddl,5,20,,
freecell,probfreecell-6-1.pddl,5,26,26,25
freecell,probfreecell-6-2.pddl,5,24,24,24
freecell,probfreecell-6-3.pddl,5,26,26,26
freecell,probfreecell-6-4.pddl,5,24,24,24
freecell,probfreecell-6-5.pddl,5,24,24,24
freecell,probfreecell-7-1.pddl,5,30,30,29
freecell,probfreecell-7-2.pddl,5,29,29,29
freecell,probfreecell-7-3.pddl,5,30,30,30
freecell,probfreecell-7-4.pddl,5,28,28,28
freecell,probfreecell-7-5.pddl,5,28,28,28
freecell,probfreecell-8-1.pddl,5,34,34,33
freecell,probfreecell-8-2.pddl,5,33,33,33
freecell,probfreecell-8-3.pddl,5,34,34,34
freecell,probfreecell-8-4.pddl,5,32,32,32
freecell,probfreecell-8-5.pddl,5,33,33,32
freecell,probfreecell-9-1.pddl,5,38,38,37
freecell,probfreecell-9-2.pddl,5,37,37,37
freecell,probfreecell-9-3.pddl,5,38,,
freecell,probfreecell-9-4.pddl,5,36,36,36
freecell,probfreecell-9-5.pddl,5,37,37,36
grid,prob01.pddl,3,10,10,2
grid,prob02.pddl,5,17,16,4
grid,prob03.pddl,10,19,17,10
grid,prob04.pddl,7,15,13,6
grid,prob05.pddl,14,,38,14
gripper,prob01.pddl,9,9,9,8
gripper,prob02.pddl,13,13,13,12
gripper,prob03.pddl,17,17,17,16
gripper,prob04.pddl,21,21,21,20
gripper,prob05.pddl,25,25,25,24
gripper,prob06.pddl,29,29,29,28
gripper,prob07.pddl,33,33,33,32
gripper,prob08.pddl,37,37,37,36
gripper,prob09.pddl,41,41,41,40
gripper,prob10.pddl,45,45,45,44
gripper,prob11.pddl,49,49,49,48
gripper,prob12.pddl,53,53,53,52
gripper,prob13.pddl,57,57,57,56
gripper,prob14.pddl,61,61,61,60
gripper,prob15.pddl,65,65,65,64
gripper,prob16.pddl,69,69,69,68
gripper,prob17.pddl,73,73,73,72
gripper,prob18.pddl,77,77,77,76
gripper,prob19.pddl,81,81,81,80
gripper,prob20.pddl,85,85,85,84
logistics00,probLOGISTICS-10-0.pddl,19,41,41,34
logistics00,probLOGISTICS-10-1.pddl,20,39,39,32
logistics00,probLOGISTICS-11-0.pddl,19,45,45,38
logistics00,probLOGISTICS-11-1.pddl,23,55,55,48
logistics00,probLOGISTICS-12-0.pddl,19,39,39,32
logistics00,probLOGISTICS-12-1.pddl,28,63,63,56
logistics00,probLOGISTICS-13-0.pddl,28,67,67,58
logistics00,probLOGISTICS-13-1.pddl,22,57,56,48
logistics00,probLOGISTICS-14-0.pddl,27,55,55,46
logistics00,probLOGISTICS-14-1.pddl,28,67,67,58
logistics00,probLOGISTICS-15-0.pddl,32,71,71,62
logistics00,probLOGISTICS-15-1.pddl,29,63,62,54
logistics00,probLOGISTICS-4-0.pddl,10,19,19,16
logistics00,probLOGISTICS-4-1.pddl,10,17,17,14
logistics00,probLOGISTICS-4-2.pddl,5,13,13,10
logistics00,probLOGISTICS-5-0.pddl,12,25,25,22
logistics00,probLOGISTICS-5-1.pddl,10,15,15,12
logistics00,probLOGISTICS-5-2.pddl,8,8,8,6
logistics00,probLOGISTICS-6-0.pddl,12,23,23,20
logistics00,probLOGISTICS-6-1.pddl,8,13,13,10
logistics00,probLOGISTICS-6-2.pddl,12,23,23,20
logistics00,probLOGISTICS-6-9.pddl,10,21,21,18
logistics00,probLOGISTICS-7-0.pddl,15,33,33,28
logistics00,probLOGISTICS-7-1.pddl,16,39,39,34
logistics00,probLOGISTICS-8-0.pddl,15,29,29,24
logistics00,probLOGISTICS-8-1.pddl,19,41,41,36
logistics00,probLOGISTICS-9-0.pddl,15,33,33,28
logistics00,probLOGISTICS-9-1.pddl,15,29,29,24
logistics98,prob01.pddl,14,24,24,18
logistics98,prob02.pddl,13,28,28,18
logistics98,prob03.pddl,18,50,50,30
logistics98,prob04.pddl,17,53,53,34
logistics98,prob05.pddl,12,22,22,14
logistics98,prob06.pddl,26,65,63,40
logistics98,prob07.pddl,14,29,29,20
logistics98,prob08.pddl,16,37,36,24
logistics98,prob09.pddl,29,75,73,50
logistics98,prob10.pddl,36,93,92,64
logistics98,prob11.pddl,11,27,27,20
logistics98,prob12.pddl,13,37,37,24
logistics98,prob13.pddl,23,65,65,38
logistics98,prob14.pddl,37,80,79,64
logistics98,prob15.pddl,31,82,81,66
logistics98,prob16.pddl,16,52,50,40
logistics98,prob17.pddl,12,42,40,32
logistics98,prob18.pddl,50,152,148,100
logistics98,prob19.pddl,49,130,125,96
logistics98,prob20.pddl,43,128,126,84
logistics98,prob21.pddl,31,95,92,60
logistics98,prob22.pddl,86,252,244,184
logistics98,prob23.pddl,42,99,97,84
logistics98,prob24.pddl,10,39,38,24
logistics98,prob25.pddl,,,172,106
logistics98,prob26.pddl,72,175,175,118
logistics98,prob27.pddl,50,135,131,86
logistics98,prob28.pddl,,,,
logistics98,prob29.pddl,102,274,270,206
logistics98,prob30.pddl,,,122,78
logistics98,prob31.pddl,8,12,12,8
logistics98,prob32.pddl,7,18,18,14
logistics98,prob33.pddl,16,25,25,20
logistics98,prob34.pddl,16,42,40,30
logistics98,prob35.pddl,14,29,29,18
miconic,s10-0.pddl,33,33,33,20
miconic,s10-1.pddl,32,32,32,20
miconic,s10-2.pddl,31,31,31,20
miconic,s10-3.pddl,34,34,34,20
miconic,s10-4.pddl,32,32,32,20
miconic,s1-0.pddl,3,3,3,2
miconic,s11-0.pddl,36,36,36,22
miconic,s11-1.pddl,34,34,34,22
miconic,s11-2.pddl,37,37,37,22
miconic,s11-3.pddl,37,37,37,22
miconic,s11-4.pddl,34,34,34,22
miconic,s1-1.pddl,3,3,3,2
miconic,s12-0.pddl,40,40,40,24
miconic,s12-1.pddl,40,40,40,24
miconic,s12-2.pddl,39,39,39,24
miconic,s12-3.pddl,38,38,38,24
miconic,s12-4.pddl,41,41,41,24
miconic,s1-2.pddl,3,3,3,2
miconic,s13-0.pddl,43,43,43,26
miconic,s13-1.pddl,41,41,41,26
miconic,s13-2.pddl,46,46,46,26
miconic,s13-3.pddl,43,43,43,26
miconic,s13-4.pddl,41,41,41,26
miconic,s1-3.pddl,3,3,3,2
miconic,s14-0.pddl,45,45,45,28
miconic,s14-1.pddl,47,47,47,28
miconic,s14-2.pddl,49,49,49,28
miconic,s14-3.pddl,42,42,42,28
miconic,s14-4.pddl,45,45,45,28
miconic,s1-4.pddl,3,3,3,2
miconic,s15-0.pddl,46,46,46,30
miconic,s15-1.pddl,49,49,49,30
miconic,s15-2.pddl,49,49,49,30
miconic,s15-3.pddl,50,50,50,30
miconic,s15-4.pddl,46,46,46,30
miconic,s16-0.pddl,53,53,53,32
miconic,s16-1.pddl,52,52,52,32
miconic,s16-2.pddl,54,54,54,32
miconic,s16-3.pddl,51,51,51,32
miconic,s16-4.pddl,53,53,53,32
miconic,s17-0.pddl,55,55,55,34
miconic,s17-1.pddl,54,54,54,34
miconic,s17-2.pddl,54,54,54,34
miconic,s17-3.pddl,59,59,59,34
miconic,s17-4.pddl,54,54,54,34
miconic,s18-0.pddl,59,59,59,36
miconic,s18-1.pddl,58,58,58,36
miconic,s18-2.pddl,58,58,58,36
miconic,s18-3.pddl,59,59,59,36
miconic,s18-4.pddl,56,56,56,36
miconic,s19-0.pddl,62,62,62,38
miconic,s19-1.pddl,65,65,65,38
miconic,s19-2.pddl,61,61,61,38
miconic,s19-3.pddl,63,63,63,38
miconic,s19-4.pddl,62,62,62,38
miconic,s20-0.pddl,63,63,63,40
miconic,s20-1.pddl,66,66,66,40
miconic,s20-2.pddl,62,62,62,40
miconic,s20-3.pddl,63,63,63,40
miconic,s20-4.pddl,64,64,64,40
miconic,s2-0.pddl,7,7,7,4
miconic,s21-0.pddl,69,69,69,42
miconic,s21-1.pddl,69,69,69,42
miconic,s21-2.pddl,69,69,69,42
miconic,s21-3.pddl,66,66,66,42
miconic,s21-4.pddl,70,70,70,42
miconic,s2-1.pddl,6,6,6,4
miconic,s22-0.pddl,72,72,72,44
miconic,s22-1.pddl,70,70,70,44
miconic,s22-2.pddl,71,71,71,44
miconic,s22-3.pddl,75,75,75,44
miconic,s22-4.pddl,71,71,71,44
miconic,s2-2.pddl,6,6,6,4
miconic,s23-0.pddl,75,75,75,46
miconic,s23-1.pddl,74,74,74,46
miconic,s23-2.pddl,73,73,73,46
miconic,s23-3.pddl,71,71,71,46
miconic,s23-4.pddl,74,74,74,46
miconic,s2-3.pddl,7,7,7,4
miconic,s24-0.pddl,79,79,79,48
miconic,s24-1.pddl,78,78,78,48
miconic,s24-2.pddl,77,77,77,48
miconic,s24-3.pddl,79,79,79,48
miconic,s24-4.pddl,77,77,77,48
miconic,s2-4.pddl,6,6,6,4
miconic,s25-0.pddl,81,81,81,50
miconic,s25-1.pddl,85,85,85,50
miconic,s25-2.pddl,78,78,78,50
miconic,s25-3.pddl,84,84,84,50
miconic,s25-4.pddl,82,82,82,50
miconic,s26-0.pddl,83,83,83,52
miconic,s26-1.pddl,83,83,83,52
miconic,s26-2.pddl,90,90,90,52
miconic,s26-3.pddl,88,88,88,52
miconic,s26-4.pddl,82,82,82,52
miconic,s27-0.pddl,87,87,87,54
miconic,s27-1.pddl,91,91,91,54
miconic,s27-2.pddl,87,87,87,54
miconic,s27-3.pddl,89,89,89,54
miconic,s27-4.pddl,88,88,88,54
miconic,s28-0.pddl,94,94,94,56
miconic,s28-1.pddl,92,92,92,56
miconic,s28-2.pddl,93,93,93,56
miconic,s28-3.pddl,87,87,87,56
miconic,s28-4.pddl,92,92,92,56
miconic,s29-0.pddl,94,94,94,58
miconic,s29-1.pddl,91,91,91,58
miconic,s29-2.pddl,95,95,95,58
miconic,s29-3.pddl,96,96,96,58
miconic,s29-4.pddl,99,99,99,58
miconic,s30-0.pddl,95,95,95,60
miconic,s30-1.pddl,98,98,98,60
miconic,s30-2.pddl,96,96,96,60
miconic,s30-3.pddl,100,100,100,60
miconic,s30-4.pddl,99,99,99,60
miconic,s3-0.pddl,10,10,10,6
miconic,s3-1.pddl,10,10,10,6
miconic,s3-2.pddl,9,9,9,6
miconic,s3-3.pddl,9,9,9,6
miconic,s3-4.pddl,9,9,9,6
miconic,s4-0.pddl,14,14,14,8
miconic,s4-1.pddl,13,13,13,8
