airport,p01-airport1-p1.pddl,3,8,8,1
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,,,20,19
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,,,21,20
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,,,18,18
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,,,24,24
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,,,20,20
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,,,30,30
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,5,14,14,14
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,6,18,18,18
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,6,20,19,19
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,,,21,21
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,,,12,11
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,,,16,16
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,,,15,14
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,,,18,18
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,,,20,20
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,,,20,20
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,,,8,8
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,,,17,14
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,,,15,13
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,,,22,21
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,,,19,17
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,,,24,23
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,,,22,21
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,,,26,26
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,,,17,16
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,,,22,21
psr-small,p01-s2-n1-l2-f50.pddl,1,3,3,3
psr-small,p02-s5-n1-l3-f30.pddl,1,4,4,4
psr-small,p03-s7-n1-l3-f70.pddl,1,4,4,4
psr-small,p04-s8-n1-l4-f10.pddl,1,4,4,4
psr-small,p05-s9-n1-l4-f30.pddl,1,4,4,4
psr-small,p06-s10-n1-l4-f50.pddl,1,3,3,3
psr-small,p07-s11-n1-l4-f70.pddl,1,4,4,4
psr-small,p08-s12-n1-l5-f10.pddl,1,3,3,3
psr-small,p09-s13-n1-l5-f30.pddl,1,3,3,3
psr-small,p10-s17-n2-l2-f30.pddl,2,5,5,5
psr-small,p11-s18-n2-l2-f50.pddl,2,7,7,7
psr-small,p12-s21-n2-l3-f30.pddl,2,6,6,6
psr-small,p13-s22-n2-l3-f50.pddl,3,8,8,8
psr-small,p14-s23-n2-l3-f70.pddl,2,4,4,4
psr-small,p15-s24-n2-l4-f10.pddl,2,5,5,1
psr-small,p16-s29-n2-l5-f30.pddl,2,11,11,1
psr-small,p17-s30-n2-l5-f50.pddl,2,4,4,4
psr-small,p18-s31-n2-l5-f70.pddl,2,5,5,5
psr-small,p19-s33-n3-l2-f30.pddl,2,17,16,1
psr-small,p20-s34-n3-l2-f50.pddl,3,7,7,7
psr-small,p21-s35-n3-l2-f70.pddl,3,5,5,5
psr-small,p22-s37-n3-l3-f30.pddl,4,14,14,14
psr-small,p23-s38-n3-l3-f50.pddl,3,6,6,6
psr-small,p24-s39-n3-l3-f70.pddl,3,5,5,5
psr-small,p25-s40-n3-l4-f10.pddl,2,4,4,1
psr-small,p26-s41-n3-l4-f30.pddl,3,7,7,7
psr-small,p27-s42-n3-l4-f50.pddl,3,9,9,9
psr-small,p28-s43-n3-l4-f70.pddl,3,7,7,7
psr-small,p29-s45-n3-l5-f30.pddl,5,13,13,13
psr-small,p30-s46-n3-l5-f50.pddl,3,9,9,9
psr-small,p31-s49-n4-l2-f30.pddl,2,6,6,1
psr-small,p32-s50-n4-l2-f50.pddl,4,10,10,10
psr-small,p33-s51-n4-l2-f70.pddl,2,10,10,1
psr-small,p34-s55-n4-l3-f70.pddl,4,9,9,9
psr-small,p35-s57-n5-l2-f30.pddl,2,10,10,1
psr-small,p36-s65-n6-l2-f30.pddl,2,11,11,1
psr-small,p37-s67-n6-l2-f70.pddl,6,12,12,12
psr-small,p38-s78-n3-l3-f50.pddl,3,7,7,7
psr-small,p39-s79-n3-l3-f70.pddl,3,10,10,10
psr-small,p40-s80-n3-l4-f10.pddl,2,9,9,1
psr-small,p41-s81-n3-l4-f30.pddl,3,5,5,5
psr-small,p42-s82-n3-l4-f50.pddl,2,14,14,1
psr-small,p43-s83-n3-l4-f70.pddl,4,11,11,11
psr-small,p44-s89-n4-l2-f30.pddl,5,12,12,12
psr-small,p45-s94-n4-l3-f50.pddl,4,9,9,9
psr-small,p46-s97-n5-l2-f30.pddl,3,14,14,1
psr-small,p47-s98-n5-l2-f50.pddl,4,11,11,11
psr-small,p48-s101-n5-l3-f30.pddl,5,17,17,17
psr-small,p49-s105-n6-l2-f30.pddl,7,22,22,22
psr-small,p50-s107-n6-l2-f70.pddl,6,11,11,11
rovers,p01.pddl,5,8,7,3
rovers,p02.pddl,5,8,7,3
rovers,p03.pddl,6,11,10,3
rovers,p04.pddl,6,8,8,3
rovers,p05.pddl,11,21,20,7
rovers,p06.pddl,14,32,30,10
rovers,p07.pddl,10,16,15,6
rovers,p08.pddl,12,24,22,8
rovers,p09.pddl,14,27,26,8
rovers,p10.pddl,16,29,26,11
rovers,p11.pddl,12,26,23,9
rovers,p12.pddl,9,18,18,6
rovers,p13.pddl,15,37,31,12
rovers,p14.pddl,12,24,22,8
rovers,p15.pddl,16,36,34,10
rovers,p16.pddl,17,33,30,11
rovers,p17.pddl,19,43,41,13
rovers,p18.pddl,19,34,31,11
rovers,p19.pddl,22,55,52,17
rovers,p20.pddl,26,64,60,20
rovers,p21.pddl,18,47,43,14
rovers,p22.pddl,21,50,49,16
rovers,p23.pddl,24,53,50,19
rovers,p24.pddl,31,69,64,21
rovers,p25.pddl,13,23,22,10
rovers,p26.pddl,19,40,38,14
rovers,p27.pddl,30,65,61,20
rovers,p28.pddl,23,53,49,19
rovers,p29.pddl,21,42,41,16
rovers,p30.pddl,31,70,64,25
rovers,p31.pddl,33,82,79,24
rovers,p32.pddl,44,101,99,35
rovers,p33.pddl,55,145,142,44
rovers,p34.pddl,40,90,84,32
rovers,p35.pddl,78,,222,63
rovers,p36.pddl,49,127,122,41
rovers,p37.pddl,73,,186,58
rovers,p38.pddl,66,157,154,55
rovers,p39.pddl,75,,224,63
rovers,p40.pddl,84,,208,69
satellite,p01-pfile1.pddl,8,8,8,3
satellite,p02-pfile2.pddl,12,12,12,5
satellite,p03-pfile3.pddl,10,10,10,5
satellite,p04-pfile4.pddl,16,17,17,8
satellite,p05-pfile5.pddl,12,14,14,7
satellite,p06-pfile6.pddl,17,18,16,7
satellite,p07-pfile7.pddl,19,20,17,9
satellite,p08-pfile8.pddl,22,23,20,10
satellite,p09-pfile9.pddl,24,26,24,13
satellite,p10-pfile10.pddl,27,29,26,12
satellite,p11-pfile11.pddl,30,31,31,14
satellite,p12-pfile12.pddl,38,42,40,19
satellite,p13-pfile13.pddl,49,54,50,27
satellite,p14-pfile14.pddl,37,39,34,19
satellite,p15-pfile15.pddl,42,43,39,23
satellite,p16-pfile16.pddl,41,44,41,23
satellite,p17-pfile17.pddl,38,41,38,20
satellite,p18-pfile18.pddl,28,31,30,13
satellite,p19-pfile19.pddl,48,57,53,28
satellite,p20-pfile20.pddl,73,76,69,40
satellite,p21-HC-pfile1.pddl,57,71,69,37
satellite,p22-HC-pfile2.pddl,65,89,88,45
satellite,p23-HC-pfile3.pddl,72,97,96,51
satellite,p24-HC-pfile4.pddl,99,,131,70
satellite,p25-HC-pfile5.pddl,89,,118,64
satellite,p26-HC-pfile6.pddl,101,,126,68
satellite,p27-HC-pfile7.pddl,111,134,130,65
satellite,p28-HC-pfile8.pddl,137,,181,94
satellite,p29-HC-pfile9.pddl,140,,177,93
satellite,p30-HC-pfile10.pddl,174,,,
satellite,p31-HC-pfile11.pddl,195,,,
satellite,p32-HC-pfile12.pddl,,,,
satellite,p33-HC-pfile13.pddl,,,,
satellite,p34-HC-pfile14.pddl,267,,,
satellite,p35-HC-pfile15.pddl,284,,,
satellite,p36-HC-pfile16.pddl,,,,
scanalyzer-08-strips,p01.pddl,18,18,18,18
scanalyzer-08-strips,p02.pddl,18,20,20,18
scanalyzer-08-strips,p03.pddl,18,19,19,18
scanalyzer-08-strips,p04.pddl,24,24,24,24
scanalyzer-08-strips,p05.pddl,24,26,26,24
scanalyzer-08-strips,p06.pddl,24,25,25,24
scanalyzer-08-strips,p07.pddl,30,30,30,30
scanalyzer-08-strips,p08.pddl,30,32,32,30
scanalyzer-08-strips,p09.pddl,30,31,31,30
scanalyzer-08-strips,p10.pddl,36,36,36,36
scanalyzer-08-strips,p11.pddl,36,38,38,36
scanalyzer-08-strips,p12.pddl,36,37,37,36
scanalyzer-08-strips,p13.pddl,42,42,42,42
scanalyzer-08-strips,p14.pddl,42,44,44,42
scanalyzer-08-strips,p15.pddl,42,43,43,42
scanalyzer-08-strips,p16.pddl,48,,48,48
scanalyzer-08-strips,p17.pddl,48,50,50,48
scanalyzer-08-strips,p18.pddl,48,49,49,48
scanalyzer-08-strips,p19.pddl,54,,54,54
scanalyzer-08-strips,p20.pddl,54,56,56,54
scanalyzer-08-strips,p21.pddl,54,55,55,54
scanalyzer-08-strips,p22.pddl,12,12,12,12
scanalyzer-08-strips,p23.pddl,12,12,12,12
scanalyzer-08-strips,p24.pddl,12,12,12,12
scanalyzer-08-strips,p25.pddl,,,24,24
scanalyzer-08-strips,p26.pddl,,,26,25
scanalyzer-08-strips,p27.pddl,25,,26,25
scanalyzer-08-strips,p28.pddl,,,,
scanalyzer-08-strips,p29.pddl,,,39,38
scanalyzer-08-strips,p30.pddl,,,39,38
scanalyzer-opt11-strips,p01.pddl,12,12,12,12
scanalyzer-opt11-strips,p02.pddl,18,20,20,18
scanalyzer-opt11-strips,p03.pddl,18,19,19,18
scanalyzer-opt11-strips,p04.pddl,24,24,24,24
scanalyzer-opt11-strips,p05.pddl,30,30,30,30
scanalyzer-opt11-strips,p06.pddl,24,26,26,24
scanalyzer-opt11-strips,p07.pddl,54,,54,54
scanalyzer-opt11-strips,p08.pddl,36,36,36,36
scanalyzer-opt11-strips,p09.pddl,42,,42,42
scanalyzer-opt11-strips,p10.pddl,48,,48,48
scanalyzer-opt11-strips,p11.pddl,,,24,24
scanalyzer-opt11-strips,p12.pddl,24,25,25,24
scanalyzer-opt11-strips,p13.pddl,25,26,26,25
scanalyzer-opt11-strips,p14.pddl,,26,26,25
scanalyzer-opt11-strips,p15.pddl,30,32,32,30
scanalyzer-opt11-strips,p16.pddl,36,38,38,36
scanalyzer-opt11-strips,p17.pddl,42,44,44,42
scanalyzer-opt11-strips,p18.pddl,48,50,50,48
scanalyzer-opt11-strips,p19.pddl,54,56,56,54
scanalyzer-opt11-strips,p20.pddl,,,,
sokoban-opt08-strips,p01.pddl,4,11,11,4
sokoban-opt08-strips,p02.pddl,3,9,9,4
sokoban-opt08-strips,p03.pddl,1,4,4,2
sokoban-opt08-strips,p04.pddl,3,26,26,3
sokoban-opt08-strips,p05.pddl,8,8,8,8
sokoban-opt08-strips,p06.pddl,1,2,2,1
sokoban-opt08-strips,p07.pddl,5,7,7,5
sokoban-opt08-strips,p08.pddl,5,16,16,8
sokoban-opt08-strips,p09.pddl,3,4,4,4
sokoban-opt08-strips,p10.pddl,4,12,12,4
sokoban-opt08-strips,p11.pddl,5,16,16,6
sokoban-opt08-strips,p12.pddl,4,9,9,4
sokoban-opt08-strips,p13.pddl,4,4,4,4
sokoban-opt08-strips,p14.pddl,3,12,12,3
sokoban-opt08-strips,p15.pddl,4,58,58,4
sokoban-opt08-strips,p16.pddl,6,20,20,6
sokoban-opt08-strips,p17.pddl,4,7,7,5
sokoban-opt08-strips,p18.pddl,7,32,32,8
sokoban-opt08-strips,p19.pddl,6,29,29,8
sokoban-opt08-strips,p20.pddl,2,2,2,2
sokoban-opt08-strips,p21.pddl,1,2,2,1
sokoban-opt08-strips,p22.pddl,4,33,33,4
sokoban-opt08-strips,p23.pddl,5,16,16,5
sokoban-opt08-strips,p24.pddl,5,19,19,5
sokoban-opt08-strips,p25.pddl,8,28,28,10
sokoban-opt08-strips,p26.pddl,5,28,28,5
sokoban-opt08-strips,p27.pddl,7,13,13,7
sokoban-opt08-strips,p28.pddl,5,19,19,5
sokoban-opt08-strips,p29.pddl,12,14,14,12
sokoban-opt08-strips,p30.pddl,12,12,12,12
sokoban-opt11-strips,p01.pddl,1,2,2,1
sokoban-opt11-strips,p02.pddl,4,7,7,5
sokoban-opt11-strips,p03.pddl,3,12,12,3
sokoban-opt11-strips,p04.pddl,3,26,26,3
sokoban-opt11-strips,p05.pddl,6,20,20,6
sokoban-opt11-strips,p06.pddl,5,16,16,6
sokoban-opt11-strips,p07.pddl,4,12,12,4
sokoban-opt11-strips,p08.pddl,3,4,4,4
sokoban-opt11-strips,p09.pddl,5,7,7,5
sokoban-opt11-strips,p10.pddl,8,8,8,8
sokoban-opt11-strips,p11.pddl,4,4,4,4
sokoban-opt11-strips,p12.pddl,2,2,2,2
sokoban-opt11-strips,p13.pddl,5,16,16,8
sokoban-opt11-strips,p14.pddl,4,9,9,4
sokoban-opt11-strips,p15.pddl,7,32,32,8
sokoban-opt11-strips,p16.pddl,4,58,58,4
sokoban-opt11-strips,p17.pddl,6,29,29,8
sokoban-opt11-strips,p18.pddl,1,2,2,1
sokoban-opt11-strips,p19.pddl,4,33,33,4
sokoban-opt11-strips,p20.pddl,5,16,16,5
tidybot-opt11-strips,p01.pddl,4,4,4,4
tidybot-opt11-strips,p02.pddl,8,20,19,4
tidybot-opt11-strips,p03.pddl,7,13,12,4
tidybot-opt11-strips,p04.pddl,8,25,25,4
tidybot-opt11-strips,p05.pddl,8,25,24,4
tidybot-opt11-strips,p06.pddl,9,27,27,4
tidybot-opt11-strips,p07.pddl,7,14,13,4
tidybot-opt11-strips,p08.pddl,8,20,19,4
tidybot-opt11-strips,p09.pddl,7,18,17,4
tidybot-opt11-strips,p10.pddl,9,23,22,4
tidybot-opt11-strips,p11.pddl,8,,15,4
tidybot-opt11-strips,p12.pddl,9,23,21,4
tidybot-opt11-strips,p13.pddl,8,17,16,4
tidybot-opt11-strips,p14.pddl,8,17,17,4
tidybot-opt11-strips,p15.pddl,7,,18,4
tidybot-opt11-strips,p16.pddl,9,,22,4
tidybot-opt11-strips,p17.pddl,8,,21,4
tidybot-opt11-strips,p18.pddl,9,,18,4
tidybot-opt11-strips,p19.pddl,8,,21,4
tidybot-opt11-strips,p20.pddl,9,,26,4
tpp,p01.pddl,4,4,4,3
tpp,p02.pddl,7,7,7,6
tpp,p03.pddl,10,10,10,9
tpp,p04.pddl,13,13,13,12
tpp,p05.pddl,15,17,17,15
tpp,p06.pddl,11,23,23,21
tpp,p07.pddl,13,32,32,30
tpp,p08.pddl,14,38,38,36
tpp,p09.pddl,16,45,45,42
tpp,p10.pddl,17,51,51,48
tpp,p11.pddl,8,48,48,45
tpp,p12.pddl,9,48,48,45
tpp,p13.pddl,10,41,40,39
tpp,p14.pddl,11,59,58,57
tpp,p15.pddl,12,71,70,69
tpp,p16.pddl,13,86,85,84
tpp,p17.pddl,14,72,72,69
tpp,p18.pddl,15,69,69,66
tpp,p19.pddl,16,96,96,93
tpp,p20.pddl,17,111,111,108
tpp,p21.pddl,12,110,110,108
tpp,p22.pddl,13,84,83,81
tpp,p23.pddl,14,107,107,105
tpp,p24.pddl,15,,106,105
tpp,p25.pddl,16,130,130,129
tpp,p26.pddl,17,,133,132
tpp,p27.pddl,18,,145,144
tpp,p28.pddl,19,,151,150
tpp,p29.pddl,20,,184,183
tpp,p30.pddl,21,,176,174
transport-opt08-strips,p01.pddl,15,54,54,4
transport-opt08-strips,p02.pddl,9,119,118,6
transport-opt08-strips,p03.pddl,24,154,150,8
transport-opt08-strips,p04.pddl,32,201,201,10
transport-opt08-strips,p05.pddl,44,201,199,12
transport-opt08-strips,p06.pddl,37,181,178,14
transport-opt08-strips,p07.pddl,59,231,228,16
transport-opt08-strips,p08.pddl,42,,171,18
transport-opt08-strips,p09.pddl,38,,157,20
transport-opt08-strips,p10.pddl,55,,232,22
transport-opt08-strips,p11.pddl,10,245,245,4
transport-opt08-strips,p12.pddl,18,330,330,6
transport-opt08-strips,p13.pddl,19,320,320,8
transport-opt08-strips,p14.pddl,35,375,374,10
transport-opt08-strips,p15.pddl,26,343,341,12
transport-opt08-strips,p16.pddl,31,440,438,14
transport-opt08-strips,p17.pddl,56,476,468,16
transport-opt08-strips,p18.pddl,39,453,453,18
transport-opt08-strips,p19.pddl,43,424,417,20
transport-opt08-strips,p20.pddl,76,,528,22
transport-opt08-strips,p21.pddl,42,320,320,4
transport-opt08-strips,p22.pddl,27,346,346,6
transport-opt08-strips,p23.pddl,26,457,456,8
transport-opt08-strips,p24.pddl,27,462,462,10
transport-opt08-strips,p25.pddl,54,450,448,12
transport-opt08-strips,p26.pddl,39,351,345,14
transport-opt08-strips,p27.pddl,43,379,360,16
transport-opt08-strips,p28.pddl,59,446,444,18
transport-opt08-strips,p29.pddl,73,,466,20
transport-opt08-strips,p30.pddl,71,,499,22
transport-opt11-strips,p01.pddl,26,457,456,8
transport-opt11-strips,p02.pddl,24,154,150,8
transport-opt11-strips,p03.pddl,18,330,330,6
transport-opt11-strips,p04.pddl,19,320,320,8
transport-opt11-strips,p05.pddl,27,462,462,10
transport-opt11-strips,p06.pddl,32,201,201,10
transport-opt11-strips,p07.pddl,28,163,162,12
transport-opt11-strips,p08.pddl,29,170,167,12
transport-opt11-strips,p09.pddl,31,147,146,14
transport-opt11-strips,p10.pddl,40,229,228,14
transport-opt11-strips,p11.pddl,33,364,363,16
transport-opt11-strips,p12.pddl,28,373,372,16
transport-opt11-strips,p13.pddl,38,246,246,16
transport-opt11-strips,p14.pddl,48,203,200,16
transport-opt11-strips,p15.pddl,53,480,479,18
transport-opt11-strips,p16.pddl,49,438,434,18
transport-opt11-strips,p17.pddl,44,201,199,12
transport-opt11-strips,p18.pddl,35,375,374,10
transport-opt11-strips,p19.pddl,54,450,448,12
transport-opt11-strips,p20.pddl,37,181,178,14
trucks-strips,p01.pddl,6,10,10,9
trucks-strips,p02.pddl,8,13,13,12
trucks-strips,p03.pddl,7,16,16,15
trucks-strips,p04.pddl,8,19,19,18
trucks-strips,p05.pddl,9,22,22,21
trucks-strips,p06.pddl,10,25,25,24
trucks-strips,p07.pddl,10,19,19,18
trucks-strips,p08.pddl,11,22,22,21
trucks-strips,p09.pddl,13,25,25,24
trucks-strips,p10.pddl,13,28,28,27
trucks-strips,p11.pddl,14,31,31,30
trucks-strips,p12.pddl,16,34,34,33
trucks-strips,p13.pddl,14,28,28,27
trucks-strips,p14.pddl,14,31,31,30
trucks-strips,p15.pddl,15,34,34,33
trucks-strips,p16.pddl,16,37,37,36
trucks-strips,p17.pddl,18,40,40,39
trucks-strips,p18.pddl,19,43,42,42
trucks-strips,p19.pddl,16,37,36,36
trucks-strips,p20.pddl,18,40,40,39
trucks-strips,p21.pddl,18,43,43,42
trucks-strips,p22.pddl,20,46,46,45
trucks-strips,p23.pddl,21,49,49,48
trucks-strips,p24.pddl,22,52,52,51
trucks-strips,p25.pddl,20,46,45,45
trucks-strips,p26.pddl,21,49,48,48
trucks-strips,p27.pddl,22,52,52,51
trucks-strips,p28.pddl,22,55,55,54
trucks-strips,p29.pddl,24,58,58,57
trucks-strips,p30.pddl,26,61,61,60
visitall-opt11-strips,problem02-full.pddl,3,3,3,3
visitall-opt11-strips,problem02-half.pddl,1,1,1,1
visitall-opt11-strips,problem03-full.pddl,8,8,8,8
visitall-opt11-strips,problem03-half.pddl,5,6,6,6
visitall-opt11-strips,problem04-full.pddl,15,15,15,15
visitall-opt11-strips,problem04-half.pddl,9,11,11,10
visitall-opt11-strips,problem05-full.pddl,24,24,24,24
visitall-opt11-strips,problem05-half.pddl,14,17,17,17
visitall-opt11-strips,problem06-full.pddl,35,35,35,35
visitall-opt11-strips,problem06-half.pddl,17,22,22,17
visitall-opt11-strips,problem07-full.pddl,48,48,48,48
visitall-opt11-strips,problem07-half.pddl,32,35,35,34
visitall-opt11-strips,problem08-full.pddl,63,63,63,63
visitall-opt11-strips,problem08-half.pddl,35,41,41,39
visitall-opt11-strips,problem09-full.pddl,80,80,80,80
visitall-opt11-strips,problem09-half.pddl,50,59,59,58
visitall-opt11-strips,problem10-full.pddl,99,99,99,99
visitall-opt11-strips,problem10-half.pddl,51,62,62,57
visitall-opt11-strips,problem11-full.pddl,120,120,120,120
visitall-opt11-strips,problem11-half.pddl,61,67,67,65
woodworking-opt08-strips,p01.pddl,148,170,160,130
woodworking-opt08-strips,p02.pddl,158,185,185,155
woodworking-opt08-strips,p03.pddl,215,269,265,235
woodworking-opt08-strips,p04.pddl,185,232,215,185
woodworking-opt08-strips,p05.pddl,205,237,230,200
woodworking-opt08-strips,p06.pddl,324,430,430,355
woodworking-opt08-strips,p07.pddl,321,353,350,325
woodworking-opt08-strips,p08.pddl,359,397,390,350
woodworking-opt08-strips,p09.pddl,321,430,425,390
woodworking-opt08-strips,p10.pddl,419,441,420,390
woodworking-opt08-strips,p11.pddl,125,130,120,90
woodworking-opt08-strips,p12.pddl,200,208,205,175
woodworking-opt08-strips,p13.pddl,154,177,165,135
woodworking-opt08-strips,p14.pddl,148,179,170,150
woodworking-opt08-strips,p15.pddl,234,270,270,235
woodworking-opt08-strips,p16.pddl,216,275,270,230
woodworking-opt08-strips,p17.pddl,243,254,250,220
woodworking-opt08-strips,p18.pddl,341,392,385,365
woodworking-opt08-strips,p19.pddl,331,352,345,315
woodworking-opt08-strips,p20.pddl,388,421,385,345
woodworking-opt08-strips,p21.pddl,80,95,95,65
woodworking-opt08-strips,p22.pddl,130,145,145,90
woodworking-opt08-strips,p23.pddl,174,175,175,145
woodworking-opt08-strips,p24.pddl,192,232,225,195
woodworking-opt08-strips,p25.pddl,272,371,370,310
woodworking-opt08-strips,p26.pddl,190,202,190,160
woodworking-opt08-strips,p27.pddl,255,306,300,280
woodworking-opt08-strips,p28.pddl,375,471,465,445
woodworking-opt08-strips,p29.pddl,418,509,505,475
woodworking-opt08-strips,p30.pddl,511,619,610,580
woodworking-opt11-strips,p01.pddl,174,175,175,145
woodworking-opt11-strips,p02.pddl,200,208,205,175
woodworking-opt11-strips,p03.pddl,154,177,165,135
woodworking-opt11-strips,p04.pddl,215,269,265,235
woodworking-opt11-strips,p05.pddl,192,232,225,195
woodworking-opt11-strips,p06.pddl,185,232,215,185
woodworking-opt11-strips,p07.pddl,148,179,170,150
woodworking-opt11-strips,p08.pddl,272,371,370,310
woodworking-opt11-strips,p09.pddl,205,237,230,200
woodworking-opt11-strips,p10.pddl,234,270,270,235
woodworking-opt11-strips,p11.pddl,190,202,190,160
woodworking-opt11-strips,p12.pddl,216,275,270,230
woodworking-opt11-strips,p13.pddl,324,430,430,355
woodworking-opt11-strips,p14.pddl,255,306,300,280
woodworking-opt11-strips,p15.pddl,243,254,250,220
woodworking-opt11-strips,p16.pddl,321,353,350,325
woodworking-opt11-strips,p17.pddl,375,471,465,445
woodworking-opt11-strips,p18.pddl,341,392,385,365
woodworking-opt11-strips,p19.pddl,359,397,390,350
woodworking-opt11-strips,p20.pddl,418,509,505,475
zenotravel,pfile1,1,1,1,1
zenotravel,pfile10,19,21,19,17
zenotravel,pfile11,11,12,12,9
zenotravel,pfile12,17,19,18,14
zenotravel,pfile13,22,23,22,18
zenotravel,pfile14,25,28,26,21
zenotravel,pfile15,29,34,30,24
zenotravel,pfile16,33,39,37,28
zenotravel,pfile17,49,53,47,40
zenotravel,pfile18,46,54,49,37
zenotravel,pfile19,55,,60,46
zenotravel,pfile2,4,4,4,3
zenotravel,pfile20,63,,67,50
zenotravel,pfile3,5,5,5,4
zenotravel,pfile4,6,6,6,5
zenotravel,pfile5,10,11,11,8
zenotravel,pfile6,10,11,11,8
zenotravel,pfile7,10,12,12,8
zenotravel,pfile8,9,10,10,7
zenotravel,pfile9,17,18,18,14
